year,level,task,official_variant,pdf_file,pdf_page,source_text_checked,bold_checked,italic_checked,underline_checked,super_subscript_checked,formula_checked,table_checked,visual_checked,source_visual_ref,implementation_file,actual_control,required_control,interaction_checked,correct_answer,alternatives_checked,scorer_checked,autosave_checked,reload_checked,criteria_checked,result,defect_id,evidence
2025,profile,6,2,ege-2025-matematika-profil-demoversiya.pdf,7,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,source-evidence/printed-pages/profile-demo/page-07.webp,assets/condition-6-2.webp,numeric_input,numeric_input,PASS_BROWSER,17,PASS_BROWSER,PASS_BROWSER,PASS_BROWSER,PASS_BROWSER,N/A,PASS,,condition-6-2.webp direct PDF crop; source p7; answer table p14
2025,profile,6,3,ege-2025-matematika-profil-demoversiya.pdf,7,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,source-evidence/printed-pages/profile-demo/page-07.webp,assets/condition-6-3.webp,numeric_input,numeric_input,PASS_BROWSER,93,PASS_BROWSER,PASS_BROWSER,PASS_BROWSER,PASS_BROWSER,N/A,PASS,,condition-6-3.webp direct PDF crop; source p7; answer table p14
2025,profile,6,4,ege-2025-matematika-profil-demoversiya.pdf,7,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,source-evidence/printed-pages/profile-demo/page-07.webp,assets/condition-6-4.webp,numeric_input,numeric_input,PASS_BROWSER,3,PASS_BROWSER,PASS_BROWSER,PASS_BROWSER,PASS_BROWSER,N/A,PASS,,condition-6-4.webp direct PDF crop; source p7; answer table p14
2025,profile,7,1,ege-2025-matematika-profil-demoversiya.pdf,8,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,source-evidence/printed-pages/profile-demo/page-08.webp,assets/condition-7-1.webp,numeric_input,numeric_input,PASS_BROWSER,"2,76",PASS_BROWSER,PASS_BROWSER,PASS_BROWSER,PASS_BROWSER,N/A,PASS,,condition-7-1.webp direct PDF crop; source p8; answer table p14
2025,profile,7,2,ege-2025-matematika-profil-demoversiya.pdf,8,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,source-evidence/printed-pages/profile-demo/page-08.webp,assets/condition-7-2.webp,numeric_input,numeric_input,PASS_BROWSER,2,PASS_BROWSER,PASS_BROWSER,PASS_BROWSER,PASS_BROWSER,N/A,PASS,,condition-7-2.webp direct PDF crop; source p8; answer table p14
2025,profile,7,3,ege-2025-matematika-profil-demoversiya.pdf,8,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,source-evidence/printed-pages/profile-demo/page-08.webp,assets/condition-7-3.webp,numeric_input,numeric_input,PASS_BROWSER,125,PASS_BROWSER,PASS_BROWSER,PASS_BROWSER,PASS_BROWSER,N/A,PASS,,condition-7-3.webp direct PDF crop; source p8; answer table p14
2025,profile,8,1,ege-2025-matematika-profil-demoversiya.pdf,8,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,source-evidence/printed-pages/profile-demo/page-08.webp,assets/condition-8-1.webp,numeric_input,numeric_input,PASS_BROWSER,6,PASS_BROWSER,PASS_BROWSER,PASS_BROWSER,PASS_BROWSER,N/A,PASS,,condition-8-1.webp direct PDF crop; source p8; answer table p14
2025,profile,8,2,ege-2025-matematika-profil-demoversiya.pdf,9,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,source-evidence/printed-pages/profile-demo/page-09.webp,assets/condition-8-2.webp,numeric_input,numeric_input,PASS_BROWSER,"-1,4",PASS_BROWSER,PASS_BROWSER,PASS_BROWSER,PASS_BROWSER,N/A,PASS,,condition-8-2.webp direct PDF crop; source p9; answer table p14
2025,profile,9,1,ege-2025-matematika-profil-demoversiya.pdf,9,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,source-evidence/printed-pages/profile-demo/page-09.webp,assets/condition-9-1.webp,numeric_input,numeric_input,PASS_BROWSER,5,PASS_BROWSER,PASS_BROWSER,PASS_BROWSER,PASS_BROWSER,N/A,PASS,,condition-9-1.webp direct PDF crop; source p9; answer table p14
2025,profile,10,1,ege-2025-matematika-profil-demoversiya.pdf,10,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,source-evidence/printed-pages/profile-demo/page-10.webp,assets/condition-10-1.webp,numeric_input,numeric_input,PASS_BROWSER,12,PASS_BROWSER,PASS_BROWSER,PASS_BROWSER,PASS_BROWSER,N/A,PASS,,condition-10-1.webp direct PDF crop; source p10; answer table p14
2025,profile,10,2,ege-2025-matematika-profil-demoversiya.pdf,10,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,source-evidence/printed-pages/profile-demo/page-10.webp,assets/condition-10-2.webp,numeric_input,numeric_input,PASS_BROWSER,15,PASS_BROWSER,PASS_BROWSER,PASS_BROWSER,PASS_BROWSER,N/A,PASS,,condition-10-2.webp direct PDF crop; source p10; answer table p14
2025,profile,10,3,ege-2025-matematika-profil-demoversiya.pdf,10,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,source-evidence/printed-pages/profile-demo/page-10.webp,assets/condition-10-3.webp,numeric_input,numeric_input,PASS_BROWSER,8,PASS_BROWSER,PASS_BROWSER,PASS_BROWSER,PASS_BROWSER,N/A,PASS,,condition-10-3.webp direct PDF crop; source p10; answer table p14
2025,profile,11,1,ege-2025-matematika-profil-demoversiya.pdf,10,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,source-evidence/printed-pages/profile-demo/page-10.webp,assets/condition-11-1.webp,numeric_input,numeric_input,PASS_BROWSER,7,PASS_BROWSER,PASS_BROWSER,PASS_BROWSER,PASS_BROWSER,N/A,PASS,,condition-11-1.webp direct PDF crop; source p10; answer table p14
2025,profile,12,1,ege-2025-matematika-profil-demoversiya.pdf,11,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,source-evidence/printed-pages/profile-demo/page-11.webp,assets/condition-12-1.webp,numeric_input,numeric_input,PASS_BROWSER,-83,PASS_BROWSER,PASS_BROWSER,PASS_BROWSER,PASS_BROWSER,N/A,PASS,,condition-12-1.webp direct PDF crop; source p11; answer table p14
2025,profile,12,2,ege-2025-matematika-profil-demoversiya.pdf,11,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,source-evidence/printed-pages/profile-demo/page-11.webp,assets/condition-12-2.webp,numeric_input,numeric_input,PASS_BROWSER,-6,PASS_BROWSER,PASS_BROWSER,PASS_BROWSER,PASS_BROWSER,N/A,PASS,,condition-12-2.webp direct PDF crop; source p11; answer table p14
2025,profile,12,3,ege-2025-matematika-profil-demoversiya.pdf,11,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,source-evidence/printed-pages/profile-demo/page-11.webp,assets/condition-12-3.webp,numeric_input,numeric_input,PASS_BROWSER,16,PASS_BROWSER,PASS_BROWSER,PASS_BROWSER,PASS_BROWSER,N/A,PASS,,condition-12-3.webp direct PDF crop; source p11; answer table p14
2025,profile,13,1,ege-2025-matematika-profil-demoversiya.pdf,12,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,source-evidence/printed-pages/profile-demo/page-12.webp,assets/condition-13-1.webp,extended_textarea,extended_textarea,PASS_BROWSER,official criteria pages 15; max 2,N/A,N/A_SELF_ASSESSMENT,PASS_BROWSER,PASS_BROWSER,PASS_SOURCE_AND_BROWSER,PASS,,condition-13-1.webp direct PDF crop; source p12; criteria [15]
2025,profile,14,1,ege-2025-matematika-profil-demoversiya.pdf,12,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,source-evidence/printed-pages/profile-demo/page-12.webp,assets/condition-14-1.webp,extended_textarea,extended_textarea,PASS_BROWSER,official criteria pages 16; max 3,N/A,N/A_SELF_ASSESSMENT,PASS_BROWSER,PASS_BROWSER,PASS_SOURCE_AND_BROWSER,PASS,,condition-14-1.webp direct PDF crop; source p12; criteria [16]
2025,profile,15,1,ege-2025-matematika-profil-demoversiya.pdf,12,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,source-evidence/printed-pages/profile-demo/page-12.webp,assets/condition-15-1.webp,extended_textarea,extended_textarea,PASS_BROWSER,official criteria pages 17; max 2,N/A,N/A_SELF_ASSESSMENT,PASS_BROWSER,PASS_BROWSER,PASS_SOURCE_AND_BROWSER,PASS,,condition-15-1.webp direct PDF crop; source p12; criteria [17]
2025,profile,16,1,ege-2025-matematika-profil-demoversiya.pdf,12,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,source-evidence/printed-pages/profile-demo/page-12.webp,assets/condition-16-1.webp,extended_textarea,extended_textarea,PASS_BROWSER,official criteria pages 18; max 2,N/A,N/A_SELF_ASSESSMENT,PASS_BROWSER,PASS_BROWSER,PASS_SOURCE_AND_BROWSER,PASS,,condition-16-1.webp direct PDF crop; source p12; criteria [18]
2025,profile,17,1,ege-2025-matematika-profil-demoversiya.pdf,13,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,source-evidence/printed-pages/profile-demo/page-13.webp,assets/condition-17-1.webp,extended_textarea,extended_textarea,PASS_BROWSER,official criteria pages 19; max 3,N/A,N/A_SELF_ASSESSMENT,PASS_BROWSER,PASS_BROWSER,PASS_SOURCE_AND_BROWSER,PASS,,condition-17-1.webp direct PDF crop; source p13; criteria [19]
2025,profile,18,1,ege-2025-matematika-profil-demoversiya.pdf,13,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,source-evidence/printed-pages/profile-demo/page-13.webp,assets/condition-18-1.webp,extended_textarea,extended_textarea,PASS_BROWSER,"official criteria pages 20,21; max 4",N/A,N/A_SELF_ASSESSMENT,PASS_BROWSER,PASS_BROWSER,PASS_SOURCE_AND_BROWSER,PASS,,"condition-18-1.webp direct PDF crop; source p13; criteria [20, 21]"
2025,profile,19,1,ege-2025-matematika-profil-demoversiya.pdf,13,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,source-evidence/printed-pages/profile-demo/page-13.webp,assets/condition-19-1.webp,extended_textarea,extended_textarea,PASS_BROWSER,official criteria pages 22; max 4,N/A,N/A_SELF_ASSESSMENT,PASS_BROWSER,PASS_BROWSER,PASS_SOURCE_AND_BROWSER,PASS,,condition-19-1.webp direct PDF crop; source p13; criteria [22]
